# t (datenum)	phase (rad)	stress_at_t	stress_rate_at_t	year	month	day	hour	min	sec	lat	lon	dep	mag
13352.38844907	1.88495559	117.73415980	-3059.59540871	2006.00000000	7.00000000	23.00000000	9.00000000	19.00000000	22.00000000	37.60466700	137.29466700	10.72000000	1.30000000
13353.59230324	2.68780705	-778.36130940	-5345.54510524	2006.00000000	7.00000000	24.00000000	14.00000000	12.00000000	55.00000000	37.19433300	137.71900000	16.44000000	1.00000000
13356.20726852	0.45378561	534.76468300	-2706.47750463	2006.00000000	7.00000000	27.00000000	4.00000000	58.00000000	28.00000000	37.51016700	137.21483300	9.43000000	1.80000000
13356.44952546	1.58824962	161.49786840	-433.21488010	2006.00000000	7.00000000	27.00000000	10.00000000	47.00000000	19.00000000	37.08833300	136.42433300	0.00000000	0.60000000
13356.59063657	2.25147474	-78.99722124	-3281.27910316	2006.00000000	7.00000000	27.00000000	14.00000000	10.00000000	31.00000000	37.16416700	136.81933300	9.32000000	0.30000000
13357.67564815	1.55334303	-112.45614320	-2490.61003149	2006.00000000	7.00000000	28.00000000	16.00000000	12.00000000	56.00000000	37.16333300	136.82050000	10.17000000	1.00000000
13358.80922454	2.19911486	-80.57135680	-1265.62939229	2006.00000000	7.00000000	29.00000000	19.00000000	25.00000000	17.00000000	37.19833300	137.11116700	15.78000000	0.40000000
13360.42208333	2.45218760	-441.89550800	-3015.37012870	2006.00000000	7.00000000	31.00000000	10.00000000	7.00000000	48.00000000	37.50883300	137.38200000	12.91000000	1.60000000
13361.68159722	-1.71914931	-139.92191098	6284.74739186	2006.00000000	8.00000000	1.00000000	16.00000000	21.00000000	30.00000000	37.22450000	137.06783300	16.94000000	0.90000000
13362.72995370	-1.57079633	-82.21821434	7442.29904728	2006.00000000	8.00000000	2.00000000	17.00000000	31.00000000	8.00000000	37.70433300	137.39266700	14.23000000	2.90000000
13362.99093750	0.38397244	605.00973180	-2535.12283148	2006.00000000	8.00000000	2.00000000	23.00000000	46.00000000	57.00000000	37.66916700	136.75483300	15.03000000	1.90000000
13364.71354167	-2.26020138	-743.80711980	6843.15446261	2006.00000000	8.00000000	4.00000000	17.00000000	7.00000000	30.00000000	37.31916700	137.23966700	6.83000000	3.70000000
13365.38100694	1.91986218	73.05070960	-3373.64380731	2006.00000000	8.00000000	5.00000000	9.00000000	8.00000000	39.00000000	37.88900000	137.67433300	17.88000000	1.40000000
13365.61561343	3.04559954	-1072.79871760	-1480.05825570	2006.00000000	8.00000000	5.00000000	14.00000000	46.00000000	29.00000000	37.08683300	136.77366700	10.01000000	0.60000000
13367.50403935	2.26892803	-172.45575994	-4922.60637164	2006.00000000	8.00000000	7.00000000	12.00000000	5.00000000	49.00000000	37.62766700	137.31333300	6.07000000	0.00000000
13367.61491898	2.80998010	-743.49027340	-4090.14196717	2006.00000000	8.00000000	7.00000000	14.00000000	45.00000000	29.00000000	37.65233300	137.36133300	8.24000000	0.60000000
13367.89611111	-1.32645023	87.73061500	6874.67289760	2006.00000000	8.00000000	7.00000000	21.00000000	30.00000000	24.00000000	37.23200000	137.10416700	16.55000000	0.70000000
13367.92031250	-1.10828408	252.89565650	6147.27276623	2006.00000000	8.00000000	7.00000000	22.00000000	5.00000000	15.00000000	37.15133300	137.39083300	12.28000000	0.40000000
13369.41085648	1.62315620	149.11217660	-528.63624012	2006.00000000	8.00000000	9.00000000	9.00000000	51.00000000	38.00000000	36.90433300	137.62366700	9.43000000	0.90000000
13370.66730324	2.74889357	-334.54984600	-2379.41404752	2006.00000000	8.00000000	10.00000000	16.00000000	0.00000000	55.00000000	37.16466700	137.37833300	14.14000000	2.00000000
13371.05554398	-0.34906585	440.08302860	1293.97900774	2006.00000000	8.00000000	11.00000000	1.00000000	19.00000000	59.00000000	37.07333300	136.48866700	0.00000000	1.10000000
13371.26201389	1.59697627	165.02577030	-2299.93293654	2006.00000000	8.00000000	11.00000000	6.00000000	17.00000000	18.00000000	37.93300000	137.79033300	19.24000000	1.60000000
13373.89097222	-0.99483767	79.52248022	950.90217581	2006.00000000	8.00000000	13.00000000	21.00000000	23.00000000	0.00000000	37.91466700	137.78850000	18.69000000	1.00000000
13375.59285880	-2.28638132	-331.95625252	3086.52117672	2006.00000000	8.00000000	15.00000000	14.00000000	13.00000000	43.00000000	37.34233300	136.82483300	9.43000000	0.50000000
13377.69415509	-1.78023584	-209.44210882	6055.70102037	2006.00000000	8.00000000	17.00000000	16.00000000	39.00000000	35.00000000	37.23883300	137.09400000	17.42000000	0.40000000
13379.18858796	1.21300383	269.79317560	-656.06438415	2006.00000000	8.00000000	19.00000000	4.00000000	31.00000000	34.00000000	37.90216700	136.79516700	13.81000000	2.00000000
13383.82059028	-2.15548163	-515.25256200	6598.72233466	2006.00000000	8.00000000	23.00000000	19.00000000	41.00000000	39.00000000	37.31916700	136.57133300	6.75000000	0.90000000
13387.59672454	-1.05592420	109.40740800	2307.83241553	2006.00000000	8.00000000	27.00000000	14.00000000	19.00000000	17.00000000	37.16183300	137.38266700	12.06000000	1.50000000
13388.38934028	2.80125345	-494.88132160	-1459.54080034	2006.00000000	8.00000000	28.00000000	9.00000000	20.00000000	39.00000000	37.08516700	136.45900000	1.74000000	2.60000000
13388.66103009	-1.13446401	172.33041140	3309.18453677	2006.00000000	8.00000000	28.00000000	15.00000000	51.00000000	53.00000000	37.59866700	137.27850000	11.89000000	1.10000000
13390.68350694	-1.63188285	-119.28504652	6402.32708789	2006.00000000	8.00000000	30.00000000	16.00000000	24.00000000	15.00000000	37.33733300	136.75283300	5.72000000	2.30000000
13390.88538194	0.00000000	667.21783480	-129.55324797	2006.00000000	8.00000000	30.00000000	21.00000000	14.00000000	57.00000000	37.29900000	137.25683300	5.92000000	0.20000000
13392.77422454	-1.38753676	56.66822580	7434.46768169	2006.00000000	9.00000000	1.00000000	18.00000000	34.00000000	53.00000000	37.01983300	136.46500000	13.75000000	0.60000000
13393.34592593	1.93731547	56.63296860	-2889.02750341	2006.00000000	9.00000000	2.00000000	8.00000000	18.00000000	8.00000000	37.60666700	137.29633300	9.04000000	1.00000000
13394.34443287	1.81514242	177.28260360	-1749.39239964	2006.00000000	9.00000000	3.00000000	8.00000000	15.00000000	59.00000000	37.15583300	137.50250000	16.30000000	1.80000000
13394.61983796	3.10668607	-933.88232140	-840.52939220	2006.00000000	9.00000000	3.00000000	14.00000000	52.00000000	34.00000000	37.21333300	137.10900000	15.23000000	0.30000000
13397.57681713	1.81514242	-247.10808700	-4477.74720104	2006.00000000	9.00000000	6.00000000	13.00000000	50.00000000	37.00000000	37.31533300	136.58600000	6.58000000	0.90000000
13397.75913194	-2.58308729	-522.43373900	3091.68110337	2006.00000000	9.00000000	6.00000000	18.00000000	13.00000000	9.00000000	36.96050000	137.00516700	6.13000000	-0.20000000
13399.96189815	-0.68067841	294.97965040	2334.35822352	2006.00000000	9.00000000	8.00000000	23.00000000	5.00000000	8.00000000	37.28783300	137.41366700	10.77000000	0.80000000
13400.51031250	-0.23561945	78.91878908	370.40573752	2006.00000000	9.00000000	9.00000000	12.00000000	14.00000000	51.00000000	37.21016700	136.46616700	10.43000000	2.10000000
13400.79570602	-2.61799388	-118.92498480	1247.55012029	2006.00000000	9.00000000	9.00000000	19.00000000	5.00000000	49.00000000	37.44450000	137.39900000	1.65000000	1.20000000
13401.18364583	1.64060950	16.70146820	-2971.74600069	2006.00000000	9.00000000	10.00000000	4.00000000	24.00000000	27.00000000	37.60766700	136.85766700	13.97000000	1.30000000
13401.63612269	0.78539816	54.89452980	-455.54160011	2006.00000000	9.00000000	10.00000000	15.00000000	16.00000000	1.00000000	37.44766700	137.40883300	1.46000000	1.20000000
13403.43815972	-2.85361333	-404.78996652	1277.91801150	2006.00000000	9.00000000	12.00000000	10.00000000	30.00000000	57.00000000	38.01033300	137.56183300	18.49000000	2.40000000
13407.63372685	-2.39982772	-704.59230758	4930.92470300	2006.00000000	9.00000000	16.00000000	15.00000000	12.00000000	34.00000000	37.19366700	136.87050000	9.86000000	0.30000000
13408.04119213	0.62831853	456.48914440	-2748.89030344	2006.00000000	9.00000000	17.00000000	0.00000000	59.00000000	19.00000000	37.62233300	137.33600000	7.30000000	0.30000000
