# t (datenum)	phase (rad)	stress_at_t	stress_rate_at_t	year	month	day	hour	min	sec	lat	lon	dep	mag
13352.38844907	-2.29510797	-971.44903700	8043.05952187	2006.00000000	7.00000000	23.00000000	9.00000000	19.00000000	22.00000000	37.60466700	137.29466700	10.72000000	1.30000000
13353.59230324	-0.23561945	416.52220100	2148.69816050	2006.00000000	7.00000000	24.00000000	14.00000000	12.00000000	55.00000000	37.19433300	137.71900000	16.44000000	1.00000000
13356.20726852	0.52359878	702.15659000	-4222.57944098	2006.00000000	7.00000000	27.00000000	4.00000000	58.00000000	28.00000000	37.51016700	137.21483300	9.43000000	1.80000000
13356.44952546	-3.02814625	-609.10759100	1016.90040024	2006.00000000	7.00000000	27.00000000	10.00000000	47.00000000	19.00000000	37.08833300	136.42433300	0.00000000	0.60000000
13356.59063657	-1.22173048	57.93312460	5907.16509738	2006.00000000	7.00000000	27.00000000	14.00000000	10.00000000	31.00000000	37.16416700	136.81933300	9.32000000	0.30000000
13357.67564815	-0.59341195	350.38335800	2934.58727940	2006.00000000	7.00000000	28.00000000	16.00000000	12.00000000	56.00000000	37.16333300	136.82050000	10.17000000	1.00000000
13358.80922454	0.52359878	396.07475700	-2947.06032069	2006.00000000	7.00000000	29.00000000	19.00000000	25.00000000	17.00000000	37.19833300	137.11116700	15.78000000	0.40000000
13360.42208333	0.35779250	501.26896000	-1554.37128036	2006.00000000	7.00000000	31.00000000	10.00000000	7.00000000	48.00000000	37.50883300	137.38200000	12.91000000	1.60000000
13361.68159722	-2.84488668	-40.65368330	1381.47578432	2006.00000000	8.00000000	1.00000000	16.00000000	21.00000000	30.00000000	37.22450000	137.06783300	16.94000000	0.90000000
13362.72995370	-2.73144028	-80.88601740	2311.30384753	2006.00000000	8.00000000	2.00000000	17.00000000	31.00000000	8.00000000	37.70433300	137.39266700	14.23000000	2.90000000
13362.99093750	0.67195176	564.76389800	-6047.73191877	2006.00000000	8.00000000	2.00000000	23.00000000	46.00000000	57.00000000	37.66916700	136.75483300	15.03000000	1.90000000
13364.71354167	2.53072742	-184.32070800	-3311.72735933	2006.00000000	8.00000000	4.00000000	17.00000000	7.00000000	30.00000000	37.31916700	137.23966700	6.83000000	3.70000000
13365.38100694	-2.13802833	-875.32064400	9125.14751814	2006.00000000	8.00000000	5.00000000	9.00000000	8.00000000	39.00000000	37.88900000	137.67433300	17.88000000	1.40000000
13365.61561343	0.69813170	417.41710400	-4180.84775915	2006.00000000	8.00000000	5.00000000	14.00000000	46.00000000	29.00000000	37.08683300	136.77366700	10.01000000	0.60000000
13367.50403935	-1.23918377	-34.93408490	8864.08684379	2006.00000000	8.00000000	7.00000000	12.00000000	5.00000000	49.00000000	37.62766700	137.31333300	6.07000000	0.00000000
13367.61491898	0.06108652	515.50486100	-583.94327988	2006.00000000	8.00000000	7.00000000	14.00000000	45.00000000	29.00000000	37.65233300	137.36133300	8.24000000	0.60000000
13367.89611111	-2.39110108	-243.28832000	5209.58616121	2006.00000000	8.00000000	7.00000000	21.00000000	30.00000000	24.00000000	37.23200000	137.10416700	16.55000000	0.70000000
13367.92031250	-2.06821516	-95.65809250	6706.46500956	2006.00000000	8.00000000	7.00000000	22.00000000	5.00000000	15.00000000	37.15133300	137.39083300	12.28000000	0.40000000
13369.41085648	-2.88851991	-758.56089900	1968.61320046	2006.00000000	8.00000000	9.00000000	9.00000000	51.00000000	38.00000000	36.90433300	137.62366700	9.43000000	0.90000000
13370.66730324	-0.04363323	411.55750500	480.82391990	2006.00000000	8.00000000	10.00000000	16.00000000	0.00000000	55.00000000	37.16466700	137.37833300	14.14000000	2.00000000
13371.05554398	-1.46607657	113.62448100	5390.18447890	2006.00000000	8.00000000	11.00000000	1.00000000	19.00000000	59.00000000	37.07333300	136.48866700	0.00000000	1.10000000
13371.26201389	1.00356432	320.88444000	-4886.10000114	2006.00000000	8.00000000	11.00000000	6.00000000	17.00000000	18.00000000	37.93300000	137.79033300	19.24000000	1.60000000
13373.89097222	1.48352986	-33.12891580	-3711.48275924	2006.00000000	8.00000000	13.00000000	21.00000000	23.00000000	0.00000000	37.91466700	137.78850000	18.69000000	1.00000000
13375.59285880	2.55690735	76.38434580	-972.03084023	2006.00000000	8.00000000	15.00000000	14.00000000	13.00000000	43.00000000	37.34233300	136.82483300	9.43000000	0.50000000
13377.69415509	3.08050613	7.37647863	-309.66896394	2006.00000000	8.00000000	17.00000000	16.00000000	39.00000000	35.00000000	37.23883300	137.09400000	17.42000000	0.40000000
13379.18858796	2.50454748	-983.09410900	-6442.54824150	2006.00000000	8.00000000	19.00000000	4.00000000	31.00000000	34.00000000	37.90216700	136.79516700	13.81000000	2.00000000
13383.82059028	2.74889357	-572.70884500	-3442.80503930	2006.00000000	8.00000000	23.00000000	19.00000000	41.00000000	39.00000000	37.31916700	136.57133300	6.75000000	0.90000000
13387.59672454	-1.57079633	231.52712000	4397.47943910	2006.00000000	8.00000000	27.00000000	14.00000000	19.00000000	17.00000000	37.16183300	137.38266700	12.06000000	1.50000000
13388.38934028	1.09955743	256.65692900	-2143.58400050	2006.00000000	8.00000000	28.00000000	9.00000000	20.00000000	39.00000000	37.08516700	136.45900000	1.74000000	2.60000000
13388.66103009	-1.23918377	346.83824200	3196.04448074	2006.00000000	8.00000000	28.00000000	15.00000000	51.00000000	53.00000000	37.59866700	137.27850000	11.89000000	1.10000000
13390.68350694	-2.67035376	61.90710580	1488.29594435	2006.00000000	8.00000000	30.00000000	16.00000000	24.00000000	15.00000000	37.33733300	136.75283300	5.72000000	2.30000000
13390.88538194	0.04363323	592.59148300	-194.11247996	2006.00000000	8.00000000	30.00000000	21.00000000	14.00000000	57.00000000	37.29900000	137.25683300	5.92000000	0.20000000
13392.77422454	-2.47836754	-110.52837700	3585.93547127	2006.00000000	9.00000000	1.00000000	18.00000000	34.00000000	53.00000000	37.01983300	136.46500000	13.75000000	0.60000000
13393.34592593	-2.18166156	-825.28210900	8141.92655834	2006.00000000	9.00000000	2.00000000	8.00000000	18.00000000	8.00000000	37.60666700	137.29633300	9.04000000	1.00000000
13394.34443287	-2.45218760	-960.99974900	6739.55999863	2006.00000000	9.00000000	3.00000000	8.00000000	15.00000000	59.00000000	37.15583300	137.50250000	16.30000000	1.80000000
13394.61983796	0.90757121	360.21883100	-5551.12632129	2006.00000000	9.00000000	3.00000000	14.00000000	52.00000000	34.00000000	37.21333300	137.10900000	15.23000000	0.30000000
13397.57681713	-0.35779250	553.46517500	2961.06120069	2006.00000000	9.00000000	6.00000000	13.00000000	50.00000000	37.00000000	37.31533300	136.58600000	6.58000000	0.90000000
13397.75913194	2.02458193	-238.75784500	-7030.04135857	2006.00000000	9.00000000	6.00000000	18.00000000	13.00000000	9.00000000	36.96050000	137.00516700	6.13000000	-0.20000000
13399.96189815	-2.27765467	-373.80871600	5656.59623885	2006.00000000	9.00000000	8.00000000	23.00000000	5.00000000	8.00000000	37.28783300	137.41366700	10.77000000	0.80000000
13400.51031250	-1.84132236	-86.18538820	5436.66129489	2006.00000000	9.00000000	9.00000000	12.00000000	14.00000000	51.00000000	37.21016700	136.46616700	10.43000000	2.10000000
13400.79570602	1.72787596	-118.53964800	-6126.23712143	2006.00000000	9.00000000	9.00000000	19.00000000	5.00000000	49.00000000	37.44450000	137.39900000	1.65000000	1.20000000
13401.18364583	0.00000000	438.17419200	-81.44400002	2006.00000000	9.00000000	10.00000000	4.00000000	24.00000000	27.00000000	37.60766700	136.85766700	13.97000000	1.30000000
13401.63612269	-0.32288591	397.83793800	1580.65320037	2006.00000000	9.00000000	10.00000000	15.00000000	16.00000000	1.00000000	37.44766700	137.40883300	1.46000000	1.20000000
13403.43815972	2.86233997	69.55915580	-207.46384805	2006.00000000	9.00000000	12.00000000	10.00000000	30.00000000	57.00000000	38.01033300	137.56183300	18.49000000	2.40000000
13407.63372685	1.96349541	60.69846070	-3837.99695922	2006.00000000	9.00000000	16.00000000	15.00000000	12.00000000	34.00000000	37.19366700	136.87050000	9.86000000	0.30000000
13408.04119213	0.99483767	360.10841900	-8135.96663834	2006.00000000	9.00000000	17.00000000	0.00000000	59.00000000	19.00000000	37.62233300	137.33600000	7.30000000	0.30000000
13408.54329861	0.31415927	497.85331300	-1946.96711960	2006.00000000	9.00000000	17.00000000	13.00000000	2.00000000	21.00000000	36.90083300	136.51666700	8.99000000	1.10000000
13408.73996528	-3.08050613	-297.80944300	519.39191989	2006.00000000	9.00000000	17.00000000	17.00000000	45.00000000	33.00000000	37.67033300	137.36916700	11.76000000	1.50000000
13411.77759259	2.71398699	-763.13948800	-4530.44928105	2006.00000000	9.00000000	20.00000000	18.00000000	39.00000000	44.00000000	37.17916700	137.13050000	17.39000000	0.40000000
13412.54185185	-0.59341195	646.33160500	5717.19359884	2006.00000000	9.00000000	21.00000000	13.00000000	0.00000000	16.00000000	37.87600000	136.74166700	7.40000000	1.80000000
13413.63965278	0.40142573	749.97461700	-4181.39255915	2006.00000000	9.00000000	22.00000000	15.00000000	21.00000000	6.00000000	37.18283300	137.71066700	13.93000000	1.00000000
13415.14990741	-0.37524579	603.46457700	3180.97247935	2006.00000000	9.00000000	24.00000000	3.00000000	35.00000000	52.00000000	37.02783300	137.09383300	10.27000000	0.60000000
13416.04956019	-2.02458193	-519.72789500	6619.50071865	2006.00000000	9.00000000	25.00000000	1.00000000	11.00000000	22.00000000	37.60700000	137.29716700	9.63000000	1.30000000
13417.03918981	-2.83616003	-774.15236600	1940.58024045	2006.00000000	9.00000000	26.00000000	0.00000000	56.00000000	26.00000000	37.30700000	137.06950000	7.66000000	0.30000000
13419.47444444	0.07853982	255.11134100	-144.69144003	2006.00000000	9.00000000	28.00000000	11.00000000	23.00000000	12.00000000	37.28200000	137.35916700	4.12000000	0.90000000
13419.82196759	-0.83775804	438.25581300	2830.60271942	2006.00000000	9.00000000	28.00000000	19.00000000	43.00000000	38.00000000	36.97733300	137.69933300	0.98000000	0.80000000
13419.86460648	-0.21816616	534.14915300	967.60943980	2006.00000000	9.00000000	28.00000000	20.00000000	45.00000000	2.00000000	36.97833300	136.98400000	11.06000000	0.70000000
13420.23734954	-2.72271363	-901.28871500	3187.75895935	2006.00000000	9.00000000	29.00000000	5.00000000	41.00000000	47.00000000	37.30516700	137.21850000	12.20000000	0.50000000
13421.65900463	2.26892803	-141.05762600	-4263.14351913	2006.00000000	9.00000000	30.00000000	15.00000000	48.00000000	58.00000000	37.61800000	137.57150000	14.14000000	0.80000000
13422.64444444	1.78023584	-38.07992540	-6476.38591351	2006.00000000	10.00000000	1.00000000	15.00000000	28.00000000	0.00000000	37.47516700	137.17000000	12.09000000	0.50000000
